file,left1,top1,right1,bottom1,left2,top2,right2,bottom2,left3,top3,right3,bottom3,left4,top4,right4,bottom4
0100515c-5204-4f31-98e0-f35e4b00004a.png,703,416,787,493,,,,,,,,,,,,
01dc817c-3cfa-49fe-8662-518edc30652a.png,368,677,469,816,,,,,,,,,,,,
04dd9347-6215-4b34-a98f-a73e577aff9d.png,719,736,854,805,,,,,,,,,,,,
0ab261f9-4eb5-42ab-a9a5-e918904d6356.png,613,352,719,454,266,644,401,790,545,452,760,577,722,558,810,646
0d9f8e9e-3a29-472a-8a96-7c792d6f3edf.png,657,414,902,705,281,445,394,565,,,,,,,,
11a41e42-fdb4-4216-9e04-d4914fe2186e.png,271,368,417,490,,,,,,,,,,,,
15741dba-9bd7-469c-acfc-fb563112ee39.png,766,314,871,433,,,,,,,,,,,,
15965584-26e8-450b-823d-030d71049494.png,649,422,778,498,,,,,,,,,,,,
1693a790-88c8-46fa-9ce7-3b0c5834ba90.png,215,273,346,423,,,,,,,,,,,,
1b4ccf65-5872-4694-b441-599471b7794a.png,331,119,452,268,,,,,,,,,,,,
1be56c93-6607-4b08-b73a-dfe4ca81f7b1.png,319,698,413,783,,,,,,,,,,,,
1caf3708-4998-4594-bf7f-ea4beb24b6f5.png,725,728,862,813,,,,,,,,,,,,
22c13a41-b046-441e-adbf-ed77104b6249.png,268,557,369,622,,,,,,,,,,,,
2cafbcf4-4191-44a1-b81e-b3b6c75ecc7d.png,298,266,415,350,,,,,,,,,,,,
2dce719f-1702-406f-a471-03f033f1822a.png,214,340,282,402,,,,,,,,,,,,
2e4b20f7-69c4-4680-9c8b-6984c195b1cf.png,176,595,300,712,675,470,843,642,578,217,685,400,,,,
30d3d2f9-4342-4ab4-9032-34d894c2cfbb.png,673,522,746,608,256,546,354,633,317,327,436,470,,,,
32764f2f-ea89-4d7c-aa7d-e70366218270.png,688,292,828,417,,,,,,,,,,,,
341983d7-a04e-4b75-a021-1c5562139301.png,385,482,485,557,,,,,,,,,,,,
34fbff70-fa6e-4709-ab07-17f739fce394.png,343,164,463,260,246,268,433,480,,,,,,,,
5f429cb7-1eb8-4819-8269-02256d91227d.png,,,,,,,,,,,,,,,,
5f4eb911-ad6e-46da-bc76-2029fcb9dc74.png,,,,,,,,,,,,,,,,
5f501a1e-4313-457e-90f7-c3fdb631ddd0.png,,,,,,,,,,,,,,,,
5f531888-0bcd-44fa-8acb-9f5b71609c38.png,,,,,,,,,,,,,,,,
5f5692b5-580b-442f-a74b-86d0cf419cc3.png,,,,,,,,,,,,,,,,
5f5ae465-560f-47f7-82dc-0064db0c12f8.png,,,,,,,,,,,,,,,,
5f616bc8-5954-42a0-b0e7-14063b036094.png,,,,,,,,,,,,,,,,
5f660838-c965-4463-b376-125bc785efa0.png,,,,,,,,,,,,,,,,
5f71c85d-f8c7-4e05-89db-a61537dc3f97.png,,,,,,,,,,,,,,,,
5f791b1a-d6c4-422c-bac1-c8f3c9049e08.png,,,,,,,,,,,,,,,,
5f7a6f70-a734-47d6-97a3-aa7ede0a2af8.png,,,,,,,,,,,,,,,,
5f7cbe92-d4b4-456e-a38c-e2f370570e99.png,,,,,,,,,,,,,,,,
5f866831-9057-4be0-ae41-8164062a0a22.png,,,,,,,,,,,,,,,,
5f89a135-4b20-4ac9-851a-6d4a27827d25.png,,,,,,,,,,,,,,,,
5f9bfb92-2930-414a-bbeb-8f63a9c73de3.png,,,,,,,,,,,,,,,,
5f9d676f-13bd-4c0c-8727-14804220f54f.png,,,,,,,,,,,,,,,,
5fa389a4-8c9f-4971-8a87-c2fa2f668d12.png,,,,,,,,,,,,,,,,
5fa666d0-e617-46a3-b46b-1e7dfe13cac9.png,,,,,,,,,,,,,,,,
5fa8ad12-9655-4f8f-8d80-d2e598ce959e.png,,,,,,,,,,,,,,,,
5fb64e85-62ef-4852-8ad1-f799015c8cc3.png,,,,,,,,,,,,,,,,
5fbb1924-a341-43b8-89c1-c3a8ef256d66.png,,,,,,,,,,,,,,,,
5fc43445-7ce7-49ec-9bb3-c768966056df.png,,,,,,,,,,,,,,,,
5fc4c038-98f2-485c-b86f-63508d589cab.png,,,,,,,,,,,,,,,,
5fc8af1b-7ebf-4d50-bf28-005bcdf83560.png,,,,,,,,,,,,,,,,
5fd7477f-327b-40e8-9ce3-cb9b7dedbf45.png,,,,,,,,,,,,,,,,
5fddbf25-9d69-435f-b803-9222e972e32b.png,,,,,,,,,,,,,,,,
5fe1991f-2596-4cca-bfdf-2fae8db07cf0.png,,,,,,,,,,,,,,,,
5fe3ceb8-babb-49be-b260-44937fae4b2f.png,,,,,,,,,,,,,,,,
5fecf69f-a89f-4ad9-89ef-a72e93bed642.png,,,,,,,,,,,,,,,,
5fee7685-a1eb-4be4-8054-e550d86f863b.png,,,,,,,,,,,,,,,,
5fef0c10-048f-430c-a4c6-4a38fbc4be6a.png,,,,,,,,,,,,,,,,
5ffbc2de-2553-4f1b-a216-6884c22fbac7.png,,,,,,,,,,,,,,,,
6000d1b8-1733-4617-93e3-b6a633ea0fce.png,,,,,,,,,,,,,,,,
60036cab-47e3-43c3-8772-fb6bd7afdd2b.png,,,,,,,,,,,,,,,,
600459b2-22c1-449c-b5ae-201e3f58a462.png,,,,,,,,,,,,,,,,
600846f8-21c3-4643-bb0c-d56ba57d6282.png,,,,,,,,,,,,,,,,
601383f6-7a06-46c1-ae17-cc09b61a8c5f.png,,,,,,,,,,,,,,,,
60140f62-b956-4518-ab0d-c12f201770c8.png,,,,,,,,,,,,,,,,
601c4ee2-9406-40ba-a855-729424022968.png,,,,,,,,,,,,,,,,
601dd9c6-3544-4a3b-94b7-f9b77ae19451.png,,,,,,,,,,,,,,,,
60228a22-9d7f-4723-a6e4-349e9d17348b.png,,,,,,,,,,,,,,,,
6035822d-4d60-4031-be82-d27aeea9877f.png,,,,,,,,,,,,,,,,
6037c658-65c3-4892-a5ae-032d0e026ce6.png,,,,,,,,,,,,,,,,
60494030-dacc-4c84-ad0b-8037a97963fd.png,,,,,,,,,,,,,,,,
604a6a95-e65c-43c4-b12d-7045ad92e54b.png,,,,,,,,,,,,,,,,
604be598-1827-4b2e-8a07-ad1e7ab51435.png,,,,,,,,,,,,,,,,
604d68d0-417b-4c20-bdb1-5a21638738e2.png,,,,,,,,,,,,,,,,
60533df3-637f-4da8-955b-be149df0a192.png,,,,,,,,,,,,,,,,
60591229-0e49-4593-9257-25c6fa989616.png,,,,,,,,,,,,,,,,
6059ba53-cfad-4b39-981a-09f98ee702d1.png,,,,,,,,,,,,,,,,
605b591a-47f3-42c6-bf31-ef92f875c5a8.png,,,,,,,,,,,,,,,,
605e9bcd-d180-4b9d-aea5-03e6b9ab07d8.png,,,,,,,,,,,,,,,,
6067a125-b3e5-4723-bc09-0d502ade3894.png,,,,,,,,,,,,,,,,
