file,left1,top1,right1,bottom1,left2,top2,right2,bottom2,left3,top3,right3,bottom3,left4,top4,right4,bottom4
77c809fd-1fb7-4dae-a0e6-33408425eb92.png,680.0,379.0,822.0,517.0,,,,,,,,,,,,
77e922f5-6c41-4885-9e1a-f5e50c24d2ca.png,359.0,444.0,450.0,553.0,,,,,,,,,,,,
7b4f5dc1-3585-4cf8-83f9-39df3101feb4.png,250.0,334.0,358.0,427.0,,,,,,,,,,,,
7d5f828f-5c6a-4898-a64f-8364339f35cd.png,671.0,449.0,805.0,548.0,,,,,,,,,,,,
7dc823e0-f7c6-42b3-8035-553aeda2a2e5.png,738.0,444.0,837.0,520.0,171.0,400.0,373.0,615.0,,,,,,,,
8e52b303-1920-4d5d-8487-d86fb4e3e315.png,670.0,207.0,771.0,292.0,,,,,,,,,,,,
aac0f44c-3942-460a-8d75-ece0ac88ab0f.png,762.0,523.0,835.0,617.0,,,,,,,,,,,,
ab940f3f-3e24-4923-9907-17b3507157be.png,155.0,289.0,278.0,421.0,683.0,474.0,788.0,597.0,,,,,,,,
ad410976-c87b-444f-abd7-36b1292d680b.png,247.0,494.0,399.0,695.0,589.0,657.0,702.0,797.0,,,,,,,,
ad800121-7222-4b35-abbd-72889217ce37.png,631.0,503.0,770.0,665.0,335.0,451.0,469.0,589.0,,,,,,,,
add35dae-274e-4e32-acd7-babdcb3e390f.png,183.0,387.0,388.0,491.0,635.0,416.0,766.0,515.0,,,,,,,,
af0cb664-287b-47b7-b7f6-55518a510ebf.png,680.0,505.0,793.0,648.0,,,,,,,,,,,,
afe73151-621d-439f-a42f-b970900e2bfa.png,286.0,405.0,431.0,511.0,,,,,,,,,,,,
b011429a-7f44-413c-af22-93b110e9710b.png,247.0,246.0,327.0,337.0,590.0,376.0,775.0,470.0,,,,,,,,
b26151b2-5f68-4af1-9730-4d608dfde81a.png,388.0,402.0,511.0,531.0,667.0,336.0,851.0,532.0,,,,,,,,
b2753475-d0b2-4dde-8a7b-311e1db27397.png,594.0,143.0,721.0,292.0,701.0,651.0,868.0,861.0,,,,,,,,
b4857f8b-e6af-44da-84d3-ba3608ca7cb2.png,254.0,392.0,375.0,539.0,,,,,,,,,,,,
b6019839-752f-4db1-bf83-f5460472deb1.png,739.0,465.0,859.0,579.0,,,,,,,,,,,,
b84fca75-6c3f-4026-b65f-c9130c409e4d.png,373.0,378.0,495.0,512.0,,,,,,,,,,,,
b95ddea5-0c01-4b30-817a-e3daa23c723a.png,652.0,546.0,728.0,618.0,253.0,148.0,436.0,349.0,583.0,158.0,744.0,401.0,,,,
5bcdcaca-248f-44e3-bd75-da2bee9287ef.png,,,,,,,,,,,,,,,,
5bd07c9a-3670-4a4e-b5be-edc6d8a3a127.png,,,,,,,,,,,,,,,,
5bd9fa0f-7ba4-4d01-a984-ab7e8978aa4a.png,,,,,,,,,,,,,,,,
5bda9372-b868-4488-8e0f-6422bbd9dcf0.png,,,,,,,,,,,,,,,,
5bdfc646-1879-41ae-a445-5efa20a565b7.png,,,,,,,,,,,,,,,,
5be14a2d-f223-4cc1-bce7-20c941284be2.png,,,,,,,,,,,,,,,,
5bf17c69-014b-4ed7-acda-a7c50c93b55d.png,,,,,,,,,,,,,,,,
5bf1b746-f4c1-41c8-aeeb-b19e42b0dd7b.png,,,,,,,,,,,,,,,,
5bf2a3dc-2c7e-4aa2-9a51-10dc2bdf9c4b.png,,,,,,,,,,,,,,,,
5bf4d8ea-3522-4c98-85fa-65e099ea09df.png,,,,,,,,,,,,,,,,
5bf4f366-c68b-45bb-9a7e-1d1a20b3b581.png,,,,,,,,,,,,,,,,
5bfa4ba1-9ea6-42c5-b44f-1a58dfe648bf.png,,,,,,,,,,,,,,,,
5bfab74f-cadc-48e5-ab52-48f97642acad.png,,,,,,,,,,,,,,,,
5c015feb-cfd1-4ce2-9b95-eb9689c7eb0a.png,,,,,,,,,,,,,,,,
5c02ca9a-6875-4314-94a4-6184a7d7f6a9.png,,,,,,,,,,,,,,,,
5c12d325-ff79-4773-b583-747d3e6f5cdb.png,,,,,,,,,,,,,,,,
5c1da86d-efab-4a72-945d-c0e9ec09623c.png,,,,,,,,,,,,,,,,
5c2f7b91-5a92-483e-a028-4b64e9152a06.png,,,,,,,,,,,,,,,,
5c31a6ea-f629-49e6-9115-11d1fbaf0780.png,,,,,,,,,,,,,,,,
5c357e13-cc52-4ddf-b597-d141c18ccd48.png,,,,,,,,,,,,,,,,
